id,text,words,ner_tags,cleaned_text,lemmatized_text,gliner_entities,spacy_entities
en-doc6208-sent128,"Iran 's population increased dramatically during the latter half of the 20th century , reaching about 75 million by 2009 .","['Iran', ""'s"", 'population', 'increased', 'dramatically', 'during', 'the', 'latter', 'half', 'of', 'the', '20th', 'century', ',', 'reaching', 'about', '75', 'million', 'by', '2009', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",iran s population increased dramatically during the latter half of the 20th century reaching about 75 million by 2009,iran s population increase dramatically during the latter half of the 20th century reach about 75 million by 2009,"[{'start': 0, 'end': 4, 'text': 'Iran', 'label': 'location', 'score': 0.940037727355957}]","[{'text': 'iran', 'start': 0, 'end': 4, 'label': 'LOC'}]"
en-doc5979-sent74,The city of Houston saw they had the talent for a winning team and were growing tired of finishing in the middle of the pack .,"['The', 'city', 'of', 'Houston', 'saw', 'they', 'had', 'the', 'talent', 'for', 'a', 'winning', 'team', 'and', 'were', 'growing', 'tired', 'of', 'finishing', 'in', 'the', 'middle', 'of', 'the', 'pack', '.']","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the city of houston saw they had the talent for a winning team and were growing tired of finishing in the middle of the pack,the city of houston see they have the talent for a win team and be grow tired of finish in the middle of the pack,"[{'start': 12, 'end': 19, 'text': 'Houston', 'label': 'location', 'score': 0.6509137749671936}]","[{'text': 'houston', 'start': 12, 'end': 19, 'label': 'LOC'}]"
en-doc5979-sent139,"The starting pitching was looking good with J.R. Richard , Ken Forsch and Joe Niekro .","['The', 'starting', 'pitching', 'was', 'looking', 'good', 'with', 'J.R.', 'Richard', ',', 'Ken', 'Forsch', 'and', 'Joe', 'Niekro', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0]",the starting pitching was looking good with j r richard ken forsch and joe niekro,the starting pitching be look good with j r richard ken forsch and joe niekro,"[{'start': 44, 'end': 56, 'text': 'J.R. Richard', 'label': 'person', 'score': 0.9703665375709534}, {'start': 59, 'end': 69, 'text': 'Ken Forsch', 'label': 'person', 'score': 0.9730337858200073}, {'start': 74, 'end': 84, 'text': 'Joe Niekro', 'label': 'person', 'score': 0.9784846901893616}]","[{'text': 'richard ken forsch', 'start': 48, 'end': 66, 'label': 'PER'}, {'text': 'joe niekro', 'start': 71, 'end': 81, 'label': 'PER'}]"
en-doc6316-sent44,The withdrawal to the Potomac that could have been a disaster was handled masterfully .,"['The', 'withdrawal', 'to', 'the', 'Potomac', 'that', 'could', 'have', 'been', 'a', 'disaster', 'was', 'handled', 'masterfully', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the withdrawal to the potomac that could have been a disaster was handled masterfully,the withdrawal to the potomac that could have be a disaster be handle masterfully,"[{'start': 22, 'end': 29, 'text': 'Potomac', 'label': 'location', 'score': 0.8131338953971863}]",[]
en-doc5884-sent7,"In 1932 he entered the University of Michigan , where he took a course that introduced him to the works of George Boole .","['In', '1932', 'he', 'entered', 'the', 'University', 'of', 'Michigan', ',', 'where', 'he', 'took', 'a', 'course', 'that', 'introduced', 'him', 'to', 'the', 'works', 'of', 'George', 'Boole', '.']","[0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]",in 1932 he entered the university of michigan where he took a course that introduced him to the works of george boole,in 1932 he enter the university of michigan where he take a course that introduce he to the work of george boole,"[{'start': 23, 'end': 45, 'text': 'University of Michigan', 'label': 'organization', 'score': 0.8994287848472595}, {'start': 107, 'end': 119, 'text': 'George Boole', 'label': 'person', 'score': 0.9462974667549133}]","[{'text': 'the university of michigan', 'start': 19, 'end': 45, 'label': 'ORG'}, {'text': 'george boole', 'start': 105, 'end': 117, 'label': 'PER'}]"
en-doc6368-sent20,"Early Christian testimony concerning the gospel 's authorship is in full agreement , yet some scholars attach little importance to Patristic documentation .","['Early', 'Christian', 'testimony', 'concerning', 'the', 'gospel', ""'s"", 'authorship', 'is', 'in', 'full', 'agreement', ',', 'yet', 'some', 'scholars', 'attach', 'little', 'importance', 'to', 'Patristic', 'documentation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",early christian testimony concerning the gospel s authorship is in full agreement yet some scholars attach little importance to patristic documentation,early christian testimony concern the gospel s authorship be in full agreement yet some scholar attach little importance to patristic documentation,"[{'start': 0, 'end': 15, 'text': 'Early Christian', 'label': 'organization', 'score': 0.34310054779052734}]","[{'text': 'christian', 'start': 6, 'end': 15, 'label': 'MISC'}]"
en-doc6305-sent40,"Due to its relatively high levels of development and its favourable location , Barbados has become one of the prime tourist destinations in the Caribbean .","['Due', 'to', 'its', 'relatively', 'high', 'levels', 'of', 'development', 'and', 'its', 'favourable', 'location', ',', 'Barbados', 'has', 'become', 'one', 'of', 'the', 'prime', 'tourist', 'destinations', 'in', 'the', 'Caribbean', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",due to its relatively high levels of development and its favourable location barbados has become one of the prime tourist destinations in the caribbean,due to its relatively high level of development and its favourable location barbado have become one of the prime tourist destination in the caribbean,"[{'start': 79, 'end': 87, 'text': 'Barbados', 'label': 'location', 'score': 0.9802998304367065}, {'start': 144, 'end': 153, 'text': 'Caribbean', 'label': 'location', 'score': 0.7186628580093384}]","[{'text': 'caribbean', 'start': 142, 'end': 151, 'label': 'LOC'}]"
en-doc5890-sent17,"The three remaining ships of his convoy departed for the Magellan Strait , at the southern tip of South America .","['The', 'three', 'remaining', 'ships', 'of', 'his', 'convoy', 'departed', 'for', 'the', 'Magellan', 'Strait', ',', 'at', 'the', 'southern', 'tip', 'of', 'South', 'America', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",the three remaining ships of his convoy departed for the magellan strait at the southern tip of south america,the three remain ship of his convoy depart for the magellan strait at the southern tip of south america,"[{'start': 57, 'end': 72, 'text': 'Magellan Strait', 'label': 'location', 'score': 0.9359415173530579}, {'start': 82, 'end': 111, 'text': 'southern tip of South America', 'label': 'location', 'score': 0.6577244997024536}]","[{'text': 'south america', 'start': 96, 'end': 109, 'label': 'LOC'}]"
en-doc5807-sent20,"Since many UK government buildings have been sold to property companies , and rented back , this arrangement is now less common and may have disappeared altogether .","['Since', 'many', 'UK', 'government', 'buildings', 'have', 'been', 'sold', 'to', 'property', 'companies', ',', 'and', 'rented', 'back', ',', 'this', 'arrangement', 'is', 'now', 'less', 'common', 'and', 'may', 'have', 'disappeared', 'altogether', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",since many uk government buildings have been sold to property companies and rented back this arrangement is now less common and may have disappeared altogether,since many uk government building have be sell to property company and rent back this arrangement be now less common and may have disappear altogether,"[{'start': 11, 'end': 34, 'text': 'UK government buildings', 'label': 'location', 'score': 0.7468910217285156}, {'start': 53, 'end': 71, 'text': 'property companies', 'label': 'organization', 'score': 0.8744874000549316}]",[]
en-doc5890-sent41,"Drakes Bay and Sir Francis Drake Boulevard of Marin County , California are both named after him , as well as the high school in San Anselmo , California .","['Drakes', 'Bay', 'and', 'Sir', 'Francis', 'Drake', 'Boulevard', 'of', 'Marin', 'County', ',', 'California', 'are', 'both', 'named', 'after', 'him', ',', 'as', 'well', 'as', 'the', 'high', 'school', 'in', 'San', 'Anselmo', ',', 'California', '.']","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",drakes bay and sir francis drake boulevard of marin county california are both named after him as well as the high school in san anselmo california,drake bay and sir francis drake boulevard of marin county california be both name after he as well as the high school in san anselmo california,"[{'start': 0, 'end': 10, 'text': 'Drakes Bay', 'label': 'location', 'score': 0.8973289728164673}, {'start': 15, 'end': 42, 'text': 'Sir Francis Drake Boulevard', 'label': 'location', 'score': 0.6194906830787659}, {'start': 46, 'end': 58, 'text': 'Marin County', 'label': 'location', 'score': 0.9341622591018677}, {'start': 61, 'end': 71, 'text': 'California', 'label': 'location', 'score': 0.936942458152771}, {'start': 114, 'end': 125, 'text': 'high school', 'label': 'organization', 'score': 0.45804160833358765}, {'start': 129, 'end': 140, 'text': 'San Anselmo', 'label': 'location', 'score': 0.8857719898223877}, {'start': 143, 'end': 153, 'text': 'California', 'label': 'location', 'score': 0.9114607572555542}]","[{'text': 'francis drake', 'start': 19, 'end': 32, 'label': 'PER'}, {'text': 'marin county', 'start': 46, 'end': 58, 'label': 'LOC'}, {'text': 'california', 'start': 59, 'end': 69, 'label': 'LOC'}, {'text': 'san anselmo', 'start': 125, 'end': 136, 'label': 'LOC'}, {'text': 'california', 'start': 137, 'end': 147, 'label': 'LOC'}]"
en-doc6085-sent28,"A plot , or general storyline , can be identified in Revelation .","['A', 'plot', ',', 'or', 'general', 'storyline', ',', 'can', 'be', 'identified', 'in', 'Revelation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",a plot or general storyline can be identified in revelation,a plot or general storyline can be identify in revelation,"[{'start': 2, 'end': 6, 'text': 'plot', 'label': 'miscellaneous', 'score': 0.588489830493927}, {'start': 12, 'end': 29, 'text': 'general storyline', 'label': 'miscellaneous', 'score': 0.39268916845321655}, {'start': 53, 'end': 63, 'text': 'Revelation', 'label': 'location', 'score': 0.4757704734802246}]",[]
en-doc6208-sent102,"Iran maintains diplomatic relations with almost every member of the United Nations , except for Israel , which Iran does not recognize , and the U.S. since the Iranian Revolution .","['Iran', 'maintains', 'diplomatic', 'relations', 'with', 'almost', 'every', 'member', 'of', 'the', 'United', 'Nations', ',', 'except', 'for', 'Israel', ',', 'which', 'Iran', 'does', 'not', 'recognize', ',', 'and', 'the', 'U.S.', 'since', 'the', 'Iranian', 'Revolution', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",iran maintains diplomatic relations with almost every member of the united nations except for israel which iran does not recognize and the u s since the iranian revolution,iran maintain diplomatic relation with almost every member of the united nations except for israel which iran do not recognize and the u s since the iranian revolution,"[{'start': 0, 'end': 4, 'text': 'Iran', 'label': 'location', 'score': 0.8840692043304443}, {'start': 68, 'end': 82, 'text': 'United Nations', 'label': 'organization', 'score': 0.9591564536094666}, {'start': 96, 'end': 102, 'text': 'Israel', 'label': 'location', 'score': 0.9026845693588257}, {'start': 111, 'end': 115, 'text': 'Iran', 'label': 'location', 'score': 0.8202474117279053}, {'start': 145, 'end': 149, 'text': 'U.S.', 'label': 'location', 'score': 0.755156397819519}]","[{'text': 'iran', 'start': 0, 'end': 4, 'label': 'LOC'}, {'text': 'the united nations', 'start': 64, 'end': 82, 'label': 'ORG'}, {'text': 'israel', 'start': 94, 'end': 100, 'label': 'LOC'}, {'text': 'iran', 'start': 107, 'end': 111, 'label': 'LOC'}, {'text': 'the u s', 'start': 135, 'end': 142, 'label': 'ORG'}]"
en-doc6425-sent10,Franz Ferdinand and Sophie were in the second car with Oskar Potiorek and Count Friedrich August von Harrach-Rohrau .,"['Franz', 'Ferdinand', 'and', 'Sophie', 'were', 'in', 'the', 'second', 'car', 'with', 'Oskar', 'Potiorek', 'and', 'Count', 'Friedrich', 'August', 'von', 'Harrach-Rohrau', '.']","[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0]",franz ferdinand and sophie were in the second car with oskar potiorek and count friedrich august von harrach rohrau,franz ferdinand and sophie be in the second car with oskar potiorek and count friedrich august von harrach rohrau,"[{'start': 0, 'end': 15, 'text': 'Franz Ferdinand', 'label': 'person', 'score': 0.9756639003753662}, {'start': 20, 'end': 26, 'text': 'Sophie', 'label': 'person', 'score': 0.7873907685279846}, {'start': 55, 'end': 69, 'text': 'Oskar Potiorek', 'label': 'person', 'score': 0.9400156736373901}, {'start': 74, 'end': 115, 'text': 'Count Friedrich August von Harrach-Rohrau', 'label': 'person', 'score': 0.8846474289894104}]","[{'text': 'franz', 'start': 0, 'end': 5, 'label': 'ORG'}, {'text': 'oskar potiorek', 'start': 55, 'end': 69, 'label': 'PER'}]"
en-doc5824-sent99,He cultivated a relationship with George Washington Carver for this purpose .,"['He', 'cultivated', 'a', 'relationship', 'with', 'George', 'Washington', 'Carver', 'for', 'this', 'purpose', '.']","[0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0]",he cultivated a relationship with george washington carver for this purpose,he cultivate a relationship with george washington carver for this purpose,"[{'start': 34, 'end': 58, 'text': 'George Washington Carver', 'label': 'person', 'score': 0.9706113934516907}]","[{'text': 'george washington', 'start': 34, 'end': 51, 'label': 'PER'}]"
en-doc6335-sent43,PNG is more suitable than GIF in instances where true-color imaging and alpha transparency are required .,"['PNG', 'is', 'more', 'suitable', 'than', 'GIF', 'in', 'instances', 'where', 'true-color', 'imaging', 'and', 'alpha', 'transparency', 'are', 'required', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",png is more suitable than gif in instances where true color imaging and alpha transparency are required,png be more suitable than gif in instance where true color imaging and alpha transparency be require,[],[]
en-doc6070-sent10,The Nag Hammadi library itself is full of passages which appear to encourage abstinence over indulgence .,"['The', 'Nag', 'Hammadi', 'library', 'itself', 'is', 'full', 'of', 'passages', 'which', 'appear', 'to', 'encourage', 'abstinence', 'over', 'indulgence', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the nag hammadi library itself is full of passages which appear to encourage abstinence over indulgence,the nag hammadi library itself be full of passage which appear to encourage abstinence over indulgence,"[{'start': 4, 'end': 23, 'text': 'Nag Hammadi library', 'label': 'location', 'score': 0.9238349795341492}, {'start': 42, 'end': 50, 'text': 'passages', 'label': 'miscellaneous', 'score': 0.32636332511901855}]",[]
en-doc6401-sent10,"These groups brought with them the bow and arrow and the dog , elements of what Kent Flannery has called the "" broad-spectrum revolution "" .","['These', 'groups', 'brought', 'with', 'them', 'the', 'bow', 'and', 'arrow', 'and', 'the', 'dog', ',', 'elements', 'of', 'what', 'Kent', 'Flannery', 'has', 'called', 'the', '""', 'broad-spectrum', 'revolution', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",these groups brought with them the bow and arrow and the dog elements of what kent flannery has called the broad spectrum revolution,these group bring with they the bow and arrow and the dog element of what kent flannery have call the broad spectrum revolution,"[{'start': 0, 'end': 12, 'text': 'These groups', 'label': 'organization', 'score': 0.47258251905441284}, {'start': 80, 'end': 93, 'text': 'Kent Flannery', 'label': 'person', 'score': 0.9730343818664551}]",[]
en-doc5967-sent4,"When the court case Edwards v. Aguillard ( 1987 ) ruled that creation science similarly contravened the constitution , all references to "" creation "" in a draft school textbook were changed to refer to intelligent design , which was subsequently claimed to be a new scientific theory .","['When', 'the', 'court', 'case', 'Edwards', 'v.', 'Aguillard', '(', '1987', ')', 'ruled', 'that', 'creation', 'science', 'similarly', 'contravened', 'the', 'constitution', ',', 'all', 'references', 'to', '""', 'creation', '""', 'in', 'a', 'draft', 'school', 'textbook', 'were', 'changed', 'to', 'refer', 'to', 'intelligent', 'design', ',', 'which', 'was', 'subsequently', 'claimed', 'to', 'be', 'a', 'new', 'scientific', 'theory', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",when the court case edwards v aguillard 1987 ruled that creation science similarly contravened the constitution all references to creation in a draft school textbook were changed to refer to intelligent design which was subsequently claimed to be a new scientific theory,when the court case edward v aguillard 1987 rule that creation science similarly contravene the constitution all reference to creation in a draft school textbook be change to refer to intelligent design which be subsequently claim to be a new scientific theory,"[{'start': 20, 'end': 40, 'text': 'Edwards v. Aguillard', 'label': 'person', 'score': 0.9121335744857788}]","[{'text': 'edwards v aguillard', 'start': 20, 'end': 39, 'label': 'PER'}]"
en-doc6172-sent1,A recent study conducted by doctors in the U.K. found that none of the subjects reporting spiked drinks had any traces of flunitrazepam or other medications popularly believed to be associated with drug assisted rape such as GHB .,"['A', 'recent', 'study', 'conducted', 'by', 'doctors', 'in', 'the', 'U.K.', 'found', 'that', 'none', 'of', 'the', 'subjects', 'reporting', 'spiked', 'drinks', 'had', 'any', 'traces', 'of', 'flunitrazepam', 'or', 'other', 'medications', 'popularly', 'believed', 'to', 'be', 'associated', 'with', 'drug', 'assisted', 'rape', 'such', 'as', 'GHB', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",a recent study conducted by doctors in the u k found that none of the subjects reporting spiked drinks had any traces of flunitrazepam or other medications popularly believed to be associated with drug assisted rape such as ghb,a recent study conduct by doctor in the u k find that none of the subject report spiked drink have any trace of flunitrazepam or other medication popularly believe to be associate with drug assist rape such as ghb,"[{'start': 28, 'end': 35, 'text': 'doctors', 'label': 'organization', 'score': 0.7882372140884399}, {'start': 43, 'end': 47, 'text': 'U.K.', 'label': 'location', 'score': 0.8655983805656433}, {'start': 71, 'end': 79, 'text': 'subjects', 'label': 'person', 'score': 0.49117356538772583}]","[{'text': 'the u k', 'start': 39, 'end': 46, 'label': 'ORG'}]"
en-doc5979-sent213,Rose had won the battle and Ryan was pulled for Joe Sambito .,"['Rose', 'had', 'won', 'the', 'battle', 'and', 'Ryan', 'was', 'pulled', 'for', 'Joe', 'Sambito', '.']","[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0]",rose had won the battle and ryan was pulled for joe sambito,rise have win the battle and ryan be pull for joe sambito,"[{'start': 0, 'end': 4, 'text': 'Rose', 'label': 'person', 'score': 0.969959020614624}, {'start': 28, 'end': 32, 'text': 'Ryan', 'label': 'person', 'score': 0.963069498538971}, {'start': 48, 'end': 59, 'text': 'Joe Sambito', 'label': 'person', 'score': 0.9104816317558289}]","[{'text': 'joe sambito', 'start': 48, 'end': 59, 'label': 'ORG'}]"
en-doc6235-sent2,Brown 's international programs are organized through the Watson Institute for International Studies .,"['Brown', ""'s"", 'international', 'programs', 'are', 'organized', 'through', 'the', 'Watson', 'Institute', 'for', 'International', 'Studies', '.']","[4, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 0]",brown s international programs are organized through the watson institute for international studies,brown s international program be organize through the watson institute for international study,"[{'start': 0, 'end': 5, 'text': 'Brown', 'label': 'person', 'score': 0.9762411713600159}, {'start': 58, 'end': 100, 'text': 'Watson Institute for International Studies', 'label': 'organization', 'score': 0.9796732664108276}]","[{'text': 'brown s international', 'start': 0, 'end': 21, 'label': 'ORG'}, {'text': 'the watson institute for international', 'start': 53, 'end': 91, 'label': 'ORG'}]"
en-doc6209-sent3,"Rodin 's most original work departed from traditional themes of mythology and allegory , modeled the human body with realism , and celebrated individual character and physicality .","['Rodin', ""'s"", 'most', 'original', 'work', 'departed', 'from', 'traditional', 'themes', 'of', 'mythology', 'and', 'allegory', ',', 'modeled', 'the', 'human', 'body', 'with', 'realism', ',', 'and', 'celebrated', 'individual', 'character', 'and', 'physicality', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",rodin s most original work departed from traditional themes of mythology and allegory modeled the human body with realism and celebrated individual character and physicality,rodin s most original work depart from traditional theme of mythology and allegory model the human body with realism and celebrate individual character and physicality,"[{'start': 0, 'end': 5, 'text': 'Rodin', 'label': 'person', 'score': 0.9842780232429504}]","[{'text': 'rodin s', 'start': 0, 'end': 7, 'label': 'PER'}]"
en-doc6035-sent3,In Israel couscous is known as Hebrew : קוסקוס ‎ .,"['In', 'Israel', 'couscous', 'is', 'known', 'as', 'Hebrew', ':', 'קוסקוס', '\u200e', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in israel couscous is known as hebrew,in israel couscous be know as hebrew,"[{'start': 3, 'end': 9, 'text': 'Israel', 'label': 'location', 'score': 0.9431846737861633}, {'start': 10, 'end': 18, 'text': 'couscous', 'label': 'miscellaneous', 'score': 0.4641462564468384}, {'start': 40, 'end': 46, 'text': 'קוסקוס', 'label': 'organization', 'score': 0.4408092498779297}]","[{'text': 'israel', 'start': 3, 'end': 9, 'label': 'LOC'}]"
en-doc6141-sent63,"He was also said to have killed the specially-sent German sniper Erwin König , though this is most likely fictional .","['He', 'was', 'also', 'said', 'to', 'have', 'killed', 'the', 'specially-sent', 'German', 'sniper', 'Erwin', 'König', ',', 'though', 'this', 'is', 'most', 'likely', 'fictional', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",he was also said to have killed the specially sent german sniper erwin k nig though this is most likely fictional,he be also say to have kill the specially send german sniper erwin k nig though this be most likely fictional,"[{'start': 51, 'end': 57, 'text': 'German', 'label': 'location', 'score': 0.39266669750213623}, {'start': 65, 'end': 76, 'text': 'Erwin König', 'label': 'person', 'score': 0.9465628266334534}]","[{'text': 'german', 'start': 51, 'end': 57, 'label': 'MISC'}, {'text': 'nig', 'start': 73, 'end': 76, 'label': 'LOC'}]"
en-doc5937-sent76,"The Communist Party of Hungary , led by Béla Kun , came to power and proclaimed the Hungarian Soviet Republic .","['The', 'Communist', 'Party', 'of', 'Hungary', ',', 'led', 'by', 'Béla', 'Kun', ',', 'came', 'to', 'power', 'and', 'proclaimed', 'the', 'Hungarian', 'Soviet', 'Republic', '.']","[0, 4, 4, 4, 4, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0]",the communist party of hungary led by b la kun came to power and proclaimed the hungarian soviet republic,the communist party of hungary lead by b la kun come to power and proclaim the hungarian soviet republic,"[{'start': 4, 'end': 30, 'text': 'Communist Party of Hungary', 'label': 'organization', 'score': 0.8530070781707764}, {'start': 40, 'end': 48, 'text': 'Béla Kun', 'label': 'person', 'score': 0.9944286346435547}, {'start': 84, 'end': 109, 'text': 'Hungarian Soviet Republic', 'label': 'location', 'score': 0.9181289076805115}]","[{'text': 'the communist party of hungary', 'start': 0, 'end': 30, 'label': 'ORG'}, {'text': 'la kun', 'start': 40, 'end': 46, 'label': 'PER'}]"
en-doc5974-sent42,"Beginning in February 2010 , addicts in Copenhagen and Odense will be eligible to receive free heroin .","['Beginning', 'in', 'February', '2010', ',', 'addicts', 'in', 'Copenhagen', 'and', 'Odense', 'will', 'be', 'eligible', 'to', 'receive', 'free', 'heroin', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",beginning in february 2010 addicts in copenhagen and odense will be eligible to receive free heroin,begin in february 2010 addict in copenhagen and odense will be eligible to receive free heroin,"[{'start': 29, 'end': 36, 'text': 'addicts', 'label': 'person', 'score': 0.5616805553436279}, {'start': 40, 'end': 50, 'text': 'Copenhagen', 'label': 'location', 'score': 0.91893070936203}, {'start': 55, 'end': 61, 'text': 'Odense', 'label': 'location', 'score': 0.93245929479599}]",[]
en-doc6189-sent97,"Although some have insinuated that this news represents a failure on Hadassah 's part to provide adequate care for Sharon , CAA can be very difficult to diagnose accurately , and is often discovered only after an individual suffers a brain hemorrhage .","['Although', 'some', 'have', 'insinuated', 'that', 'this', 'news', 'represents', 'a', 'failure', 'on', 'Hadassah', ""'s"", 'part', 'to', 'provide', 'adequate', 'care', 'for', 'Sharon', ',', 'CAA', 'can', 'be', 'very', 'difficult', 'to', 'diagnose', 'accurately', ',', 'and', 'is', 'often', 'discovered', 'only', 'after', 'an', 'individual', 'suffers', 'a', 'brain', 'hemorrhage', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",although some have insinuated that this news represents a failure on hadassah s part to provide adequate care for sharon caa can be very difficult to diagnose accurately and is often discovered only after an individual suffers a brain hemorrhage,although some have insinuate that this news represent a failure on hadassah s part to provide adequate care for sharon caa can be very difficult to diagnose accurately and be often discover only after an individual suffer a brain hemorrhage,"[{'start': 69, 'end': 77, 'text': 'Hadassah', 'label': 'organization', 'score': 0.9677674174308777}, {'start': 115, 'end': 121, 'text': 'Sharon', 'label': 'person', 'score': 0.9678134322166443}, {'start': 124, 'end': 127, 'text': 'CAA', 'label': 'organization', 'score': 0.9331836700439453}]","[{'text': 'hadassah s', 'start': 69, 'end': 79, 'label': 'PER'}, {'text': 'sharon caa', 'start': 114, 'end': 124, 'label': 'ORG'}]"
en-doc6126-sent11,"In addition , the Free Methodist Church is one of several denominations supporting Azusa Pacific University .","['In', 'addition', ',', 'the', 'Free', 'Methodist', 'Church', 'is', 'one', 'of', 'several', 'denominations', 'supporting', 'Azusa', 'Pacific', 'University', '.']","[0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0]",in addition the free methodist church is one of several denominations supporting azusa pacific university,in addition the free methodist church be one of several denomination support azusa pacific university,"[{'start': 18, 'end': 39, 'text': 'Free Methodist Church', 'label': 'organization', 'score': 0.9048705697059631}, {'start': 83, 'end': 107, 'text': 'Azusa Pacific University', 'label': 'location', 'score': 0.8044764995574951}]","[{'text': 'azusa pacific university', 'start': 81, 'end': 105, 'label': 'ORG'}]"
en-doc6136-sent35,"In 2006 , the exploitation of a newly discovered crude oil field near the town of Spanish Lookout , has presented new prospects and problems for this developing nation .","['In', '2006', ',', 'the', 'exploitation', 'of', 'a', 'newly', 'discovered', 'crude', 'oil', 'field', 'near', 'the', 'town', 'of', 'Spanish', 'Lookout', ',', 'has', 'presented', 'new', 'prospects', 'and', 'problems', 'for', 'this', 'developing', 'nation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in 2006 the exploitation of a newly discovered crude oil field near the town of spanish lookout has presented new prospects and problems for this developing nation,in 2006 the exploitation of a newly discover crude oil field near the town of spanish lookout have present new prospect and problem for this develop nation,"[{'start': 82, 'end': 97, 'text': 'Spanish Lookout', 'label': 'location', 'score': 0.9450492858886719}, {'start': 150, 'end': 167, 'text': 'developing nation', 'label': 'organization', 'score': 0.5846706032752991}]","[{'text': 'spanish', 'start': 80, 'end': 87, 'label': 'MISC'}]"
