id,words,ner_tags,text
en-doc6308-sent7,"['Until' 'the' '1940s' ',' 'the' 'company' ""'s"" 'principal' 'locations'
 'were' 'in' 'and' 'around' 'the' 'Bell' 'Labs' 'Building' 'in' 'New'
 'York' 'City' ',' 'but' 'many' 'of' 'these' 'were' 'moved' 'to' 'New'
 'York' 'suburban' 'areas' 'of' 'New' 'Jersey' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0],"Until the 1940s , the company 's principal locations were in and around the Bell Labs Building in New York City , but many of these were moved to New York suburban areas of New Jersey ."
en-doc6053-sent29,"['The' 'phrase' 'fog' 'of' 'war' 'derives' 'from' 'Clausewitz' ""'s""
 'stress' 'on' 'how' 'confused' 'warfare' 'can' 'seem' 'while' 'one' 'is'
 'immersed' 'within' 'it' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The phrase fog of war derives from Clausewitz 's stress on how confused warfare can seem while one is immersed within it .
en-doc6376-sent18,"['He' 'successfully' 'resurrected' 'Doraemon' 'in' 'the' 'future' 'as' 'a'
 'robotics' 'professor' ',' 'became' 'successful' 'as' 'an' 'AI'
 'developer' ',' 'and' 'thus' 'lived' 'happily' 'ever' 'after' ',' 'thus'
 'relieving' 'his' 'progeny' 'of' 'the' 'financial' 'burdens' 'that'
 'caused' 'Doraemon' 'to' 'be' 'sent' 'to' 'his' 'space-time' 'in' 'the'
 'first' 'place' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","He successfully resurrected Doraemon in the future as a robotics professor , became successful as an AI developer , and thus lived happily ever after , thus relieving his progeny of the financial burdens that caused Doraemon to be sent to his space-time in the first place ."
en-doc6303-sent27,"['In' 'November' '2006' ',' 'the' 'Microsoft' 'and' 'Novell' 'software'
 'corporations' 'announced' 'a' 'controversial' 'partnership' 'involving'
 ',' 'among' 'other' 'things' ',' 'patent' 'protection' 'for' 'some'
 'customers' 'of' 'Novell' 'under' 'certain' 'conditions' '.']",[0 0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0],"In November 2006 , the Microsoft and Novell software corporations announced a controversial partnership involving , among other things , patent protection for some customers of Novell under certain conditions ."
en-doc5937-sent222,"['Hungary' 'also' 'has' 'a' 'number' 'of' 'internationally' 'renowned'
 'composers' 'of' 'contemporary' 'classical' 'music' ',' 'György' 'Ligeti'
 ',' 'György' 'Kurtág' ',' 'Péter' 'Eötvös' 'and' 'Zoltán' 'Jeney' 'among'
 'them' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 2 0 2 2 0 2 2 0 0 0],"Hungary also has a number of internationally renowned composers of contemporary classical music , György Ligeti , György Kurtág , Péter Eötvös and Zoltán Jeney among them ."
en-doc6334-sent9,"['Other' 'critics' 'disagree' ':' 'great' 'figures' 'of' 'traditional'
 'cante' 'like' 'La' 'Niña' 'de' 'los' 'Peines' 'or' 'Manolo' 'Caracol'
 'enjoyed' 'great' 'success' ',' 'and' 'palos' 'like' 'siguiriyas' 'or'
 'soleá' 'were' 'never' 'completely' 'abandoned' ',' 'not' 'even' 'by'
 'the' 'most' 'typical' 'singers' 'of' 'the' 'ópera' 'flamenca' 'style'
 'like' 'Marchena' 'or' 'Valderrama' '.']","[0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 2 0 2 0]","Other critics disagree : great figures of traditional cante like La Niña de los Peines or Manolo Caracol enjoyed great success , and palos like siguiriyas or soleá were never completely abandoned , not even by the most typical singers of the ópera flamenca style like Marchena or Valderrama ."
en-doc5981-sent27,"['The' 'Lunar' 'Module' 'provided' 'propulsion' ',' 'electrical' 'power'
 'and' 'life' 'support' 'to' 'get' 'the' 'crew' 'home' 'safely' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The Lunar Module provided propulsion , electrical power and life support to get the crew home safely ."
en-doc6233-sent22,"['Spinoza' 'relocated' 'from' 'Amsterdam' 'to' 'Rijnsburg' '(' 'near'
 'Leiden' ')' 'around' '1661' 'and' 'later' 'lived' 'in' 'Voorburg' 'and'
 'The' 'Hague' 'respectively' '.']",[2 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0],Spinoza relocated from Amsterdam to Rijnsburg ( near Leiden ) around 1661 and later lived in Voorburg and The Hague respectively .
en-doc6429-sent18,"['ACM-W' 'also' 'reaches' 'out' 'internationally' 'to' 'those' 'women'
 'who' 'are' 'involved' 'and' 'interested' 'in' 'computing' '.']",[4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],ACM-W also reaches out internationally to those women who are involved and interested in computing .
en-doc6235-sent38,"['US' 'News' '2010' 'also' 'surveyed' 'university' 'administrators' 'to'
 '""' 'identify' 'where' 'the' 'faculty' 'has' 'an' 'unusual' 'commitment'
 'to' 'undergraduate' 'teaching,' '""' 'and' 'Brown' 'ranked' '6th' 'among'
 'national' 'universities' '.']",[4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0],"US News 2010 also surveyed university administrators to "" identify where the faculty has an unusual commitment to undergraduate teaching, "" and Brown ranked 6th among national universities ."
en-doc6004-sent73,"['An' 'hourly' 'bus' 'service' 'runs' 'from' 'Frankfurt' 'Central'
 'Station' ',' 'taking' 'about' '1' 'hour' 'and' '45' 'minutes' '.']",[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],"An hourly bus service runs from Frankfurt Central Station , taking about 1 hour and 45 minutes ."
en-doc6366-sent17,"['The' 'region' 'includes' 'the' 'provinces' 'of' 'Corrientes' ',' 'Chaco'
 ',' 'Misiones' ',' 'Formosa' ',' 'and' 'most' 'of' 'Entre' 'Ríos' ','
 'the' 'north' 'of' 'Santa' 'Fe' ',' 'and' 'the' 'east' 'of' 'Santiago'
 'del' 'Estero' '.']",[0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0],"The region includes the provinces of Corrientes , Chaco , Misiones , Formosa , and most of Entre Ríos , the north of Santa Fe , and the east of Santiago del Estero ."
en-doc6272-sent2,"['The' 'single' ""'s"" 'title' 'came' 'from' 'the' 'Dylan' 'Thomas' 'poem'
 '""' 'Do' 'not' 'go' 'gentle' 'into' 'that' 'good' 'night' '""' '.']",[0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0],"The single 's title came from the Dylan Thomas poem "" Do not go gentle into that good night "" ."
en-doc6134-sent9,"['However' ',' 'in' '338' 'BC' 'the' 'rising' 'power' 'of' 'Macedon'
 'overcame' 'Greece' ',' 'and' 'under' 'Alexander' 'the' 'Great' 'turned'
 'its' 'attention' 'eastward' '.']",[0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 2 2 0 0 0 0 0],"However , in 338 BC the rising power of Macedon overcame Greece , and under Alexander the Great turned its attention eastward ."
en-doc5804-sent42,['Lenin' 'himself' 'seemed' 'unfazed' 'by' 'the' 'killings' '.'],[2 0 0 0 0 0 0 0],Lenin himself seemed unfazed by the killings .
en-doc6233-sent12,"['Another' 'reviewer' ',' 'Harold' 'Bloom' ',' 'wrote' ':' '""' 'As' 'a'
 'teacher' 'of' 'reality' ',' 'he' 'practiced' 'his' 'own' 'wisdom' ','
 'and' 'was' 'surely' 'one' 'of' 'the' 'most' 'exemplary' 'human' 'beings'
 'ever' 'to' 'have' 'lived' '.' '""']",[0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Another reviewer , Harold Bloom , wrote : "" As a teacher of reality , he practiced his own wisdom , and was surely one of the most exemplary human beings ever to have lived . """
en-doc6256-sent13,"['(' 'Note' 'that' 'the' 'earliest' 'evidence' 'of' 'male' 'circumcision'
 'is' 'also' 'from' 'Ancient' 'Egypt' '.' ')']",[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0],( Note that the earliest evidence of male circumcision is also from Ancient Egypt . )
en-doc6107-sent2,"['All' 'are' 'called' ',' 'generically' ',' '""' 'comic' 'strips' '""' ','
 'though' 'cartoonist' 'Will' 'Eisner' 'has' 'suggested' 'that' '""'
 'sequential' 'art' '""' 'would' 'be' 'a' 'better' 'name' 'for' 'them' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"All are called , generically , "" comic strips "" , though cartoonist Will Eisner has suggested that "" sequential art "" would be a better name for them ."
en-doc6004-sent23,"['In' '1914' 'the' 'citizens' 'of' 'Frankfurt' 'founded' 'the'
 'University' 'of' 'Frankfurt' ',' 'later' 'called' 'Johann' 'Wolfgang'
 'Goethe' 'University' '.']",[0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 1 1 1 0],"In 1914 the citizens of Frankfurt founded the University of Frankfurt , later called Johann Wolfgang Goethe University ."
en-doc6028-sent25,"['In' '1995' 'the' 'Intergovernmental' 'Panel' 'on' 'Climate' 'Change' '('
 'IPCC' ')' 'issued' 'a' 'report' 'reflecting' 'the' 'scientific'
 'consensus' 'that' 'the' 'balance' 'of' 'evidence' 'suggests' 'there'
 'is' 'a' 'discernible' 'human' 'influence' 'on' 'global' 'climate' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],In 1995 the Intergovernmental Panel on Climate Change ( IPCC ) issued a report reflecting the scientific consensus that the balance of evidence suggests there is a discernible human influence on global climate .
en-doc5943-sent11,"['After' 'he' 'was' 'elevated' 'as' 'abbot' 'in' '1868' ',' 'his'
 'scientific' 'work' 'largely' 'ended' 'as' 'Mendel' 'became' 'consumed'
 'with' 'his' 'increased' 'administrative' 'responsibilities' ','
 'especially' 'a' 'dispute' 'with' 'the' 'civil' 'government' 'over'
 'their' 'attempt' 'to' 'impose' 'special' 'taxes' 'on' 'religious'
 'institutions' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","After he was elevated as abbot in 1868 , his scientific work largely ended as Mendel became consumed with his increased administrative responsibilities , especially a dispute with the civil government over their attempt to impose special taxes on religious institutions ."
en-doc5822-sent7,"['The' 'Canterbury' 'Tales' 'were' 'written' 'in' 'Middle' 'English' ','
 'specifically' 'in' 'a' 'dialect' 'associated' 'with' 'London' 'and'
 'spellings' 'associated' 'with' 'the' 'then' 'emergent' 'chancery'
 'standard' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],"The Canterbury Tales were written in Middle English , specifically in a dialect associated with London and spellings associated with the then emergent chancery standard ."
en-doc6071-sent1,"['In' '1115' ',' 'Robert' ',' 'the' 'founder' 'of' 'Fontevraud' 'Abbey'
 'near' 'Chinon' 'and' 'Saumur' ',' 'France' ',' 'committed' 'the'
 'government' 'of' 'the' 'whole' 'order' ',' 'men' 'as' 'well' 'as'
 'women' ',' 'to' 'a' 'female' 'superior' '.']",[0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1115 , Robert , the founder of Fontevraud Abbey near Chinon and Saumur , France , committed the government of the whole order , men as well as women , to a female superior ."
en-doc6273-sent53,"['This' 'enabled' 'BT' 'to' 'claim' 'growth' 'of' '3.5' '%' ',' 'instead'
 'of' 'the' 'dismal' '1.3' '%' 'it' 'would' 'have' 'been' 'forced' 'to'
 'announce' 'if' 'it' 'had' ""n't"" 'adjusted' 'the' 'prior' 'year' ""'s""
 'figures' '.']",[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"This enabled BT to claim growth of 3.5 % , instead of the dismal 1.3 % it would have been forced to announce if it had n't adjusted the prior year 's figures ."
en-doc5858-sent49,"['Cocaine' 'is' 'the' 'second' 'most' 'popular' 'illegal' 'recreational'
 'drug' 'in' 'the' 'U.S.' '(' 'behind' 'marijuana' ')' 'and' 'the' 'U.S.'
 'is' 'the' 'world' ""'s"" 'largest' 'consumer' 'of' 'cocaine' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],Cocaine is the second most popular illegal recreational drug in the U.S. ( behind marijuana ) and the U.S. is the world 's largest consumer of cocaine .
en-doc6208-sent128,"['Iran' ""'s"" 'population' 'increased' 'dramatically' 'during' 'the'
 'latter' 'half' 'of' 'the' '20th' 'century' ',' 'reaching' 'about' '75'
 'million' 'by' '2009' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Iran 's population increased dramatically during the latter half of the 20th century , reaching about 75 million by 2009 ."
en-doc5979-sent74,"['The' 'city' 'of' 'Houston' 'saw' 'they' 'had' 'the' 'talent' 'for' 'a'
 'winning' 'team' 'and' 'were' 'growing' 'tired' 'of' 'finishing' 'in'
 'the' 'middle' 'of' 'the' 'pack' '.']",[0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The city of Houston saw they had the talent for a winning team and were growing tired of finishing in the middle of the pack .
en-doc5979-sent139,"['The' 'starting' 'pitching' 'was' 'looking' 'good' 'with' 'J.R.'
 'Richard' ',' 'Ken' 'Forsch' 'and' 'Joe' 'Niekro' '.']",[0 0 0 0 0 0 0 2 2 0 2 2 0 2 2 0],"The starting pitching was looking good with J.R. Richard , Ken Forsch and Joe Niekro ."
en-doc6316-sent44,"['The' 'withdrawal' 'to' 'the' 'Potomac' 'that' 'could' 'have' 'been' 'a'
 'disaster' 'was' 'handled' 'masterfully' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],The withdrawal to the Potomac that could have been a disaster was handled masterfully .
en-doc5884-sent7,"['In' '1932' 'he' 'entered' 'the' 'University' 'of' 'Michigan' ',' 'where'
 'he' 'took' 'a' 'course' 'that' 'introduced' 'him' 'to' 'the' 'works'
 'of' 'George' 'Boole' '.']",[0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0],"In 1932 he entered the University of Michigan , where he took a course that introduced him to the works of George Boole ."
en-doc6368-sent20,"['Early' 'Christian' 'testimony' 'concerning' 'the' 'gospel' ""'s""
 'authorship' 'is' 'in' 'full' 'agreement' ',' 'yet' 'some' 'scholars'
 'attach' 'little' 'importance' 'to' 'Patristic' 'documentation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0],"Early Christian testimony concerning the gospel 's authorship is in full agreement , yet some scholars attach little importance to Patristic documentation ."
en-doc6305-sent40,"['Due' 'to' 'its' 'relatively' 'high' 'levels' 'of' 'development' 'and'
 'its' 'favourable' 'location' ',' 'Barbados' 'has' 'become' 'one' 'of'
 'the' 'prime' 'tourist' 'destinations' 'in' 'the' 'Caribbean' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],"Due to its relatively high levels of development and its favourable location , Barbados has become one of the prime tourist destinations in the Caribbean ."
en-doc5890-sent17,"['The' 'three' 'remaining' 'ships' 'of' 'his' 'convoy' 'departed' 'for'
 'the' 'Magellan' 'Strait' ',' 'at' 'the' 'southern' 'tip' 'of' 'South'
 'America' '.']",[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0],"The three remaining ships of his convoy departed for the Magellan Strait , at the southern tip of South America ."
en-doc5807-sent20,"['Since' 'many' 'UK' 'government' 'buildings' 'have' 'been' 'sold' 'to'
 'property' 'companies' ',' 'and' 'rented' 'back' ',' 'this' 'arrangement'
 'is' 'now' 'less' 'common' 'and' 'may' 'have' 'disappeared' 'altogether'
 '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Since many UK government buildings have been sold to property companies , and rented back , this arrangement is now less common and may have disappeared altogether ."
en-doc5890-sent41,"['Drakes' 'Bay' 'and' 'Sir' 'Francis' 'Drake' 'Boulevard' 'of' 'Marin'
 'County' ',' 'California' 'are' 'both' 'named' 'after' 'him' ',' 'as'
 'well' 'as' 'the' 'high' 'school' 'in' 'San' 'Anselmo' ',' 'California'
 '.']",[1 1 0 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0],"Drakes Bay and Sir Francis Drake Boulevard of Marin County , California are both named after him , as well as the high school in San Anselmo , California ."
en-doc6085-sent28,"['A' 'plot' ',' 'or' 'general' 'storyline' ',' 'can' 'be' 'identified'
 'in' 'Revelation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],"A plot , or general storyline , can be identified in Revelation ."
en-doc6208-sent102,"['Iran' 'maintains' 'diplomatic' 'relations' 'with' 'almost' 'every'
 'member' 'of' 'the' 'United' 'Nations' ',' 'except' 'for' 'Israel' ','
 'which' 'Iran' 'does' 'not' 'recognize' ',' 'and' 'the' 'U.S.' 'since'
 'the' 'Iranian' 'Revolution' '.']",[1 0 0 0 0 0 0 0 0 0 4 4 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],"Iran maintains diplomatic relations with almost every member of the United Nations , except for Israel , which Iran does not recognize , and the U.S. since the Iranian Revolution ."
en-doc6425-sent10,"['Franz' 'Ferdinand' 'and' 'Sophie' 'were' 'in' 'the' 'second' 'car'
 'with' 'Oskar' 'Potiorek' 'and' 'Count' 'Friedrich' 'August' 'von'
 'Harrach-Rohrau' '.']",[2 2 0 2 0 0 0 0 0 0 2 2 0 2 2 2 2 2 0],Franz Ferdinand and Sophie were in the second car with Oskar Potiorek and Count Friedrich August von Harrach-Rohrau .
en-doc5824-sent99,"['He' 'cultivated' 'a' 'relationship' 'with' 'George' 'Washington'
 'Carver' 'for' 'this' 'purpose' '.']",[0 0 0 0 0 2 2 2 0 0 0 0],He cultivated a relationship with George Washington Carver for this purpose .
en-doc6335-sent43,"['PNG' 'is' 'more' 'suitable' 'than' 'GIF' 'in' 'instances' 'where'
 'true-color' 'imaging' 'and' 'alpha' 'transparency' 'are' 'required' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],PNG is more suitable than GIF in instances where true-color imaging and alpha transparency are required .
en-doc6070-sent10,"['The' 'Nag' 'Hammadi' 'library' 'itself' 'is' 'full' 'of' 'passages'
 'which' 'appear' 'to' 'encourage' 'abstinence' 'over' 'indulgence' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The Nag Hammadi library itself is full of passages which appear to encourage abstinence over indulgence .
en-doc6401-sent10,"['These' 'groups' 'brought' 'with' 'them' 'the' 'bow' 'and' 'arrow' 'and'
 'the' 'dog' ',' 'elements' 'of' 'what' 'Kent' 'Flannery' 'has' 'called'
 'the' '""' 'broad-spectrum' 'revolution' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0],"These groups brought with them the bow and arrow and the dog , elements of what Kent Flannery has called the "" broad-spectrum revolution "" ."
en-doc5967-sent4,"['When' 'the' 'court' 'case' 'Edwards' 'v.' 'Aguillard' '(' '1987' ')'
 'ruled' 'that' 'creation' 'science' 'similarly' 'contravened' 'the'
 'constitution' ',' 'all' 'references' 'to' '""' 'creation' '""' 'in' 'a'
 'draft' 'school' 'textbook' 'were' 'changed' 'to' 'refer' 'to'
 'intelligent' 'design' ',' 'which' 'was' 'subsequently' 'claimed' 'to'
 'be' 'a' 'new' 'scientific' 'theory' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]","When the court case Edwards v. Aguillard ( 1987 ) ruled that creation science similarly contravened the constitution , all references to "" creation "" in a draft school textbook were changed to refer to intelligent design , which was subsequently claimed to be a new scientific theory ."
en-doc6172-sent1,"['A' 'recent' 'study' 'conducted' 'by' 'doctors' 'in' 'the' 'U.K.' 'found'
 'that' 'none' 'of' 'the' 'subjects' 'reporting' 'spiked' 'drinks' 'had'
 'any' 'traces' 'of' 'flunitrazepam' 'or' 'other' 'medications'
 'popularly' 'believed' 'to' 'be' 'associated' 'with' 'drug' 'assisted'
 'rape' 'such' 'as' 'GHB' '.']","[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",A recent study conducted by doctors in the U.K. found that none of the subjects reporting spiked drinks had any traces of flunitrazepam or other medications popularly believed to be associated with drug assisted rape such as GHB .
en-doc5979-sent213,"['Rose' 'had' 'won' 'the' 'battle' 'and' 'Ryan' 'was' 'pulled' 'for' 'Joe'
 'Sambito' '.']",[2 0 0 0 0 0 2 0 0 0 2 2 0],Rose had won the battle and Ryan was pulled for Joe Sambito .
en-doc6235-sent2,"['Brown' ""'s"" 'international' 'programs' 'are' 'organized' 'through' 'the'
 'Watson' 'Institute' 'for' 'International' 'Studies' '.']",[4 0 0 0 0 0 0 0 4 4 4 4 4 0],Brown 's international programs are organized through the Watson Institute for International Studies .
en-doc6209-sent3,"['Rodin' ""'s"" 'most' 'original' 'work' 'departed' 'from' 'traditional'
 'themes' 'of' 'mythology' 'and' 'allegory' ',' 'modeled' 'the' 'human'
 'body' 'with' 'realism' ',' 'and' 'celebrated' 'individual' 'character'
 'and' 'physicality' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Rodin 's most original work departed from traditional themes of mythology and allegory , modeled the human body with realism , and celebrated individual character and physicality ."
en-doc6035-sent3,"['In' 'Israel' 'couscous' 'is' 'known' 'as' 'Hebrew' ':' 'קוסקוס' '\u200e'
 '.']",[0 1 0 0 0 0 0 0 0 0 0],In Israel couscous is known as Hebrew : קוסקוס ‎ .
en-doc6141-sent63,"['He' 'was' 'also' 'said' 'to' 'have' 'killed' 'the' 'specially-sent'
 'German' 'sniper' 'Erwin' 'König' ',' 'though' 'this' 'is' 'most'
 'likely' 'fictional' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0],"He was also said to have killed the specially-sent German sniper Erwin König , though this is most likely fictional ."
en-doc5937-sent76,"['The' 'Communist' 'Party' 'of' 'Hungary' ',' 'led' 'by' 'Béla' 'Kun' ','
 'came' 'to' 'power' 'and' 'proclaimed' 'the' 'Hungarian' 'Soviet'
 'Republic' '.']",[0 4 4 4 4 0 0 0 2 2 0 0 0 0 0 0 0 4 4 4 0],"The Communist Party of Hungary , led by Béla Kun , came to power and proclaimed the Hungarian Soviet Republic ."
en-doc5974-sent42,"['Beginning' 'in' 'February' '2010' ',' 'addicts' 'in' 'Copenhagen' 'and'
 'Odense' 'will' 'be' 'eligible' 'to' 'receive' 'free' 'heroin' '.']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0],"Beginning in February 2010 , addicts in Copenhagen and Odense will be eligible to receive free heroin ."
en-doc6189-sent97,"['Although' 'some' 'have' 'insinuated' 'that' 'this' 'news' 'represents'
 'a' 'failure' 'on' 'Hadassah' ""'s"" 'part' 'to' 'provide' 'adequate'
 'care' 'for' 'Sharon' ',' 'CAA' 'can' 'be' 'very' 'difficult' 'to'
 'diagnose' 'accurately' ',' 'and' 'is' 'often' 'discovered' 'only'
 'after' 'an' 'individual' 'suffers' 'a' 'brain' 'hemorrhage' '.']","[0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","Although some have insinuated that this news represents a failure on Hadassah 's part to provide adequate care for Sharon , CAA can be very difficult to diagnose accurately , and is often discovered only after an individual suffers a brain hemorrhage ."
en-doc6126-sent11,"['In' 'addition' ',' 'the' 'Free' 'Methodist' 'Church' 'is' 'one' 'of'
 'several' 'denominations' 'supporting' 'Azusa' 'Pacific' 'University' '.']",[0 0 0 0 4 4 4 0 0 0 0 0 0 4 4 4 0],"In addition , the Free Methodist Church is one of several denominations supporting Azusa Pacific University ."
en-doc6136-sent35,"['In' '2006' ',' 'the' 'exploitation' 'of' 'a' 'newly' 'discovered'
 'crude' 'oil' 'field' 'near' 'the' 'town' 'of' 'Spanish' 'Lookout' ','
 'has' 'presented' 'new' 'prospects' 'and' 'problems' 'for' 'this'
 'developing' 'nation' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"In 2006 , the exploitation of a newly discovered crude oil field near the town of Spanish Lookout , has presented new prospects and problems for this developing nation ."
en-doc5937-sent120,"['However' ',' 'he' 'retained' 'his' 'position' 'as' 'general' 'secretary'
 'of' 'the' 'Hungarian' 'Workers' 'Party' 'and' 'over' 'the' 'next'
 'three' 'years' 'the' 'two' 'men' 'became' 'involved' 'in' 'a' 'bitter'
 'struggle' 'for' 'power' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"However , he retained his position as general secretary of the Hungarian Workers Party and over the next three years the two men became involved in a bitter struggle for power ."
en-doc6174-sent3,"['Dr.' 'Rick' 'Strassman' ',' 'while' 'conducting' 'DMT' 'research' 'in'
 'the' '1990s' 'at' 'the' 'University' 'of' 'New' 'Mexico' ',' 'advanced'
 'the' 'theory' 'that' 'a' 'massive' 'release' 'of' 'DMT' 'from' 'the'
 'pineal' 'gland' 'prior' 'to' 'death' 'or' 'near' 'death' 'was' 'the'
 'cause' 'of' 'the' 'near' 'death' 'experience' '(' 'NDE' ')' 'phenomenon'
 '.']","[0 2 2 0 0 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","Dr. Rick Strassman , while conducting DMT research in the 1990s at the University of New Mexico , advanced the theory that a massive release of DMT from the pineal gland prior to death or near death was the cause of the near death experience ( NDE ) phenomenon ."
en-doc5991-sent35,"['Additionally' ',' 'the' 'New' 'York' 'City' 'Landmarks' 'Preservation'
 'Commission' 'began' 'the' 'process' 'of' 'landmarking' 'the' 'South'
 'Village' 'in' 'June' '2009' '.']",[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0],"Additionally , the New York City Landmarks Preservation Commission began the process of landmarking the South Village in June 2009 ."
en-doc5917-sent58,"['Others' ',' 'such' 'as' 'Damon' 'Hill' 'and' 'Jackie' 'Stewart' 'take'
 'active' 'roles' 'in' 'running' 'motorsport' 'in' 'their' 'own'
 'countries' '.']",[0 0 0 0 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0],"Others , such as Damon Hill and Jackie Stewart take active roles in running motorsport in their own countries ."
