id,words,ner_tags,text,cleaned_text,lemmatized_text
en-doc6252-sent5,"['As' 'the' 'historian' 'Owen' 'Davies' 'noted' ',' '""' 'while' 'the'
 'Church' 'was' 'ultimately' 'successful' 'in' 'defeating' 'pagan'
 'worship' 'it' 'never' 'managed' 'to' 'demarcate' 'clearly' 'and'
 'maintain' 'a' 'line' 'of' 'practice' 'between' 'religious' 'devotion'
 'and' 'magic,' '""' 'and' 'the' 'use' 'of' 'such' 'books' 'on' 'magic'
 'continued' '.']","[0 0 0 2 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","As the historian Owen Davies noted , "" while the Church was ultimately successful in defeating pagan worship it never managed to demarcate clearly and maintain a line of practice between religious devotion and magic, "" and the use of such books on magic continued .",as the historian owen davies noted while the church was ultimately successful in defeating pagan worship it never managed to demarcate clearly and maintain a line of practice between religious devotion and magic and the use of such books on magic continued,as the historian owen davy note while the church be ultimately successful in defeat pagan worship it never manage to demarcate clearly and maintain a line of practice between religious devotion and magic and the use of such book on magic continue
en-doc6393-sent16,"['After' 'his' 'government' ""'s"" 'defeat' ',' 'Mackenzie' 'remained'
 'Leader' 'of' 'the' 'Opposition' 'until' '1880' ',' 'when' 'he'
 'relinquished' 'the' 'party' 'leadership' 'to' 'Edward' 'Blake' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0],"After his government 's defeat , Mackenzie remained Leader of the Opposition until 1880 , when he relinquished the party leadership to Edward Blake .",after his government s defeat mackenzie remained leader of the opposition until 1880 when he relinquished the party leadership to edward blake,after his government s defeat mackenzie remain leader of the opposition until 1880 when he relinquish the party leadership to edward blake
en-doc6007-sent0,"['In' 'musical' 'set' 'theory' ',' 'Allen' 'Forte' 'classifies' 'diatonic'
 'scales' 'as' 'set' 'form' '7-35' '.']",[0 0 0 0 0 2 2 0 0 0 0 0 0 0 0],"In musical set theory , Allen Forte classifies diatonic scales as set form 7-35 .",in musical set theory allen forte classifies diatonic scales as set form 7 35,in musical set theory allen forte classify diatonic scale as set form 7 35
en-doc5937-sent57,"['That' 'level' 'of' 'growth' 'compared' 'very' 'favorably' 'to' 'that'
 'of' 'other' 'European' 'nations' 'such' 'as' 'Britain' '(' '1.00' '%'
 ')' ',' 'France' '(' '1.06' '%' ')' ',' 'and' 'Germany' '(' '1.51' '%'
 ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],"That level of growth compared very favorably to that of other European nations such as Britain ( 1.00 % ) , France ( 1.06 % ) , and Germany ( 1.51 % ) .",that level of growth compared very favorably to that of other european nations such as britain 1 00 france 1 06 and germany 1 51,that level of growth compare very favorably to that of other european nation such as britain 1 00 france 1 06 and germany 1 51
en-doc5994-sent14,['This' 'crack' 'swallows' 'up' 'Godzilla' 'and' 'Battra' '.'],[0 0 0 0 0 0 0 0],This crack swallows up Godzilla and Battra .,this crack swallows up godzilla and battra,this crack swallow up godzilla and battra
en-doc5848-sent7,"['Because' 'of' 'persecutions' 'or' 'the' 'search' 'for' 'better'
 'economic' 'opportunities' ',' 'many' 'Armenians' 'living' 'under'
 'Ottoman' 'rule' 'gradually' 'moved' 'to' 'Constantinople' ',' 'the'
 'capital' 'of' 'the' 'Ottoman' 'Empire' ',' 'while' 'Tiflis' '('
 'Tbilisi' ')' ',' 'in' 'Georgia' ',' 'became' 'the' 'center' 'of'
 'Armenians' 'living' 'under' 'Russian' 'rule' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0]","Because of persecutions or the search for better economic opportunities , many Armenians living under Ottoman rule gradually moved to Constantinople , the capital of the Ottoman Empire , while Tiflis ( Tbilisi ) , in Georgia , became the center of Armenians living under Russian rule .",because of persecutions or the search for better economic opportunities many armenians living under ottoman rule gradually moved to constantinople the capital of the ottoman empire while tiflis tbilisi in georgia became the center of armenians living under russian rule,because of persecution or the search for well economic opportunity many armenian live under ottoman rule gradually move to constantinople the capital of the ottoman empire while tiflis tbilisi in georgia become the center of armenian live under russian rule
en-doc5932-sent9,"['After' 'we' 'broke' 'up' ',' 'he' 'would' 'stand' 'outside' 'my' 'home'
 'in' 'Burbank' 'and' 'cry' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],"After we broke up , he would stand outside my home in Burbank and cry .",after we broke up he would stand outside my home in burbank and cry,after we break up he would stand outside my home in burbank and cry
en-doc5943-sent15,"['After' 'his' 'death' 'the' 'succeeding' 'abbot' 'burned' 'all' 'papers'
 'in' 'Mendel' ""'s"" 'collection' ',' 'to' 'mark' 'an' 'end' 'to' 'the'
 'disputes' 'over' 'taxation' '.']",[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"After his death the succeeding abbot burned all papers in Mendel 's collection , to mark an end to the disputes over taxation .",after his death the succeeding abbot burned all papers in mendel s collection to mark an end to the disputes over taxation,after his death the succeed abbot burn all paper in mendel s collection to mark an end to the dispute over taxation
en-doc5921-sent7,"['Gin' ',' 'though' ',' 'was' 'blamed' 'for' 'various' 'social' 'and'
 'medical' 'problems' ',' 'and' 'it' 'may' 'have' 'been' 'a' 'factor' 'in'
 'the' 'higher' 'death' 'rates' 'which' 'stabilized' 'London' ""'s""
 'previously' 'growing' 'population' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],"Gin , though , was blamed for various social and medical problems , and it may have been a factor in the higher death rates which stabilized London 's previously growing population .",gin though was blamed for various social and medical problems and it may have been a factor in the higher death rates which stabilized london s previously growing population,gin though be blame for various social and medical problem and it may have be a factor in the high death rate which stabilize london s previously grow population
en-doc6419-sent7,"['Their' 'collection' 'of' 'returned' 'specimens' 'included' 'a' '25'
 'pound' '(' '11' 'kg' ')' 'chunk' 'that' 'was' 'the' 'largest' 'single'
 'rock' 'returned' 'by' 'the' 'Apollo' 'astronauts' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Their collection of returned specimens included a 25 pound ( 11 kg ) chunk that was the largest single rock returned by the Apollo astronauts .,their collection of returned specimens included a 25 pound 11 kg chunk that was the largest single rock returned by the apollo astronauts,their collection of return specimen include a 25 pound 11 kg chunk that be the large single rock return by the apollo astronaut
en-doc5874-sent3,"['Appel' 'and' 'Haken' 'used' 'a' 'special-purpose' 'computer' 'program'
 'to' 'confirm' 'that' 'each' 'of' 'these' 'maps' 'had' 'this' 'property'
 '.']",[2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Appel and Haken used a special-purpose computer program to confirm that each of these maps had this property .,appel and haken used a special purpose computer program to confirm that each of these maps had this property,appel and haken use a special purpose computer program to confirm that each of these map have this property
en-doc6208-sent109,"['Iran' ""'s"" 'economy' 'is' 'a' 'mixture' 'of' 'central' 'planning' ','
 'state' 'ownership' 'of' 'oil' 'and' 'other' 'large' 'enterprises' ','
 'village' 'agriculture' ',' 'and' 'small-scale' 'private' 'trading' 'and'
 'service' 'ventures' '.']",[4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Iran 's economy is a mixture of central planning , state ownership of oil and other large enterprises , village agriculture , and small-scale private trading and service ventures .",iran s economy is a mixture of central planning state ownership of oil and other large enterprises village agriculture and small scale private trading and service ventures,iran s economy be a mixture of central planning state ownership of oil and other large enterprise village agriculture and small scale private trading and service venture
en-doc6023-sent0,"['The' 'accordion' 'is' 'often' 'used' 'in' 'folk' 'music' 'in' 'Europe'
 ',' 'North' 'America' 'and' 'South' 'America' '.']",[0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0],"The accordion is often used in folk music in Europe , North America and South America .",the accordion is often used in folk music in europe north america and south america,the accordion be often use in folk music in europe north america and south america
en-doc5890-sent3,"['Drake' ""'s"" 'father' 'put' 'his' 'son' 'to' 'the' 'master' 'of' 'a'
 'barque' ',' 'his' 'neighbour' ',' 'who' 'carried' 'on' 'coasting'
 'trade' 'transporting' 'merchandise' 'to' 'France' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"Drake 's father put his son to the master of a barque , his neighbour , who carried on coasting trade transporting merchandise to France .",drake s father put his son to the master of a barque his neighbour who carried on coasting trade transporting merchandise to france,drake s father put his son to the master of a barque his neighbour who carry on coast trade transport merchandise to france
en-doc6276-sent9,"['At' 'the' 'time' ',' 'the' 'country' 'was' 'fighting' 'in' 'the' 'First'
 'World' 'War' ',' 'and' 'so' 'he' 'attempted' 'to' 'join' 'the' 'British'
 'Navy' ',' 'but' 'was' 'turned' 'down' 'due' 'to' 'ill' 'health' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0],"At the time , the country was fighting in the First World War , and so he attempted to join the British Navy , but was turned down due to ill health .",at the time the country was fighting in the first world war and so he attempted to join the british navy but was turned down due to ill health,at the time the country be fight in the first world war and so he attempt to join the british navy but be turn down due to ill health
en-doc5937-sent8,"['and' 'the' 'first' 'Roman' 'Catholic' 'bishopric' 'was' 'established'
 'under' 'his' 'reign' '.']",[0 0 0 2 2 0 0 0 0 0 0 0],and the first Roman Catholic bishopric was established under his reign .,and the first roman catholic bishopric was established under his reign,and the first roman catholic bishopric be establish under his reign
en-doc6255-sent7,"['Professor' 'Jim' 'Al-Khalili' 'also' 'considers' 'him' 'the' '""' 'world'
 ""'s"" 'first' 'true' 'scientist' '""' '.']",[0 2 2 0 0 0 0 0 0 0 0 0 0 0 0],"Professor Jim Al-Khalili also considers him the "" world 's first true scientist "" .",professor jim al khalili also considers him the world s first true scientist,professor jim al khalili also consider he the world s first true scientist
en-doc6004-sent38,"['The' 'southern' 'part' 'of' 'the' 'city' 'contains' 'the' 'Frankfurt'
 'City' 'Forest' '(' 'Frankfurter' 'Stadtwald' ')' ',' 'Germany' ""'s""
 'largest' 'forest' 'within' 'a' 'city' '.']",[0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0],"The southern part of the city contains the Frankfurt City Forest ( Frankfurter Stadtwald ) , Germany 's largest forest within a city .",the southern part of the city contains the frankfurt city forest frankfurter stadtwald germany s largest forest within a city,the southern part of the city contain the frankfurt city forest frankfurter stadtwald germany s large forest within a city
en-doc6141-sent18,['The' 'German' 'offensive' 'started' 'well' '.'],[0 0 0 0 0 0],The German offensive started well .,the german offensive started well,the german offensive start well
en-doc6132-sent17,"['Founded' 'in' '2007' ',' 'Zooppa' 'has' 'launched' 'ad' 'competitions'
 'for' 'brands' 'such' 'as' 'Google' ',' 'Nike' ',' 'Hershey' ""'s"" ','
 'General' 'Mills' ',' 'Microsoft' ',' 'NBC' 'Universal' ',' 'Zinio' ','
 'and' 'Mini' 'Cooper' '.']",[0 0 0 0 4 0 0 0 0 0 0 0 0 4 0 4 0 4 4 0 4 4 0 4 0 4 4 0 4 0 0 0 0 0],"Founded in 2007 , Zooppa has launched ad competitions for brands such as Google , Nike , Hershey 's , General Mills , Microsoft , NBC Universal , Zinio , and Mini Cooper .",founded in 2007 zooppa has launched ad competitions for brands such as google nike hershey s general mills microsoft nbc universal zinio and mini cooper,found in 2007 zooppa have launch ad competition for brand such as google nike hershey s general mill microsoft nbc universal zinio and mini cooper
en-doc5894-sent16,"['In' 'late' '1981' ',' 'the' 'band' 'placed' 'an' 'anonymous' 'ad' 'in'
 'Melody' 'Maker' 'looking' 'for' 'another' 'musician' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In late 1981 , the band placed an anonymous ad in Melody Maker looking for another musician .",in late 1981 the band placed an anonymous ad in melody maker looking for another musician,in late 1981 the band place an anonymous ad in melody maker look for another musician
en-doc6045-sent32,"['In' '1988' ',' 'after' 'decades' 'of' 'circulating' 'in' 'Samizdat' ','
 'Doctor' 'Zhivago' 'was' 'finally' 'published' 'in' 'the' 'author' ""'s""
 'homeland' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1988 , after decades of circulating in Samizdat , Doctor Zhivago was finally published in the author 's homeland .",in 1988 after decades of circulating in samizdat doctor zhivago was finally published in the author s homeland,in 1988 after decade of circulate in samizdat doctor zhivago be finally publish in the author s homeland
en-doc6017-sent10,"['The' 'U.S.' 'Fish' 'and' 'Wildlife' 'Service' 'lists' 'as' 'endangered'
 '99' 'animals' ',' 'fish' ',' 'and' 'birds' ',' 'and' '18' 'plant'
 'species' '.']",[0 4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The U.S. Fish and Wildlife Service lists as endangered 99 animals , fish , and birds , and 18 plant species .",the u s fish and wildlife service lists as endangered 99 animals fish and birds and 18 plant species,the u s fish and wildlife service list as endanger 99 animal fish and bird and 18 plant specie
en-doc5811-sent19,"['The' 'Welsh' 'town'
 'Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch' 'also'
 'uses' 'w' 'as' 'a' 'vowel' '.']",[0 0 0 1 0 0 0 0 0 0 0],The Welsh town Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch also uses w as a vowel .,the welsh town llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch also uses w as a vowel,the welsh town llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch also use w as a vowel
en-doc6313-sent33,"['Tracy' 'and' 'Bogart' 'appeared' 'in' 'their' 'only' 'film' 'together'
 'in' 'John' 'Ford' ""'s"" 'early' 'sound' 'film' 'Up' 'the' 'River' '('
 '1930' ')' ',' 'with' 'both' 'playing' 'inmates' '.']",[2 0 2 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Tracy and Bogart appeared in their only film together in John Ford 's early sound film Up the River ( 1930 ) , with both playing inmates .",tracy and bogart appeared in their only film together in john ford s early sound film up the river 1930 with both playing inmates,tracy and bogart appear in their only film together in john ford s early sound film up the river 1930 with both play inmate
en-doc6313-sent31,"['Spencer' 'Tracy' 'was' 'a' 'serious' 'Broadway' 'actor' 'whom' 'Bogart'
 'liked' 'and' 'admired' ',' 'and' 'they' 'became' 'good' 'friends' 'and'
 'drinking' 'buddies' '.']",[2 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"Spencer Tracy was a serious Broadway actor whom Bogart liked and admired , and they became good friends and drinking buddies .",spencer tracy was a serious broadway actor whom bogart liked and admired and they became good friends and drinking buddies,spencer tracy be a serious broadway actor whom bogart like and admire and they become good friend and drinking buddy
en-doc6088-sent18,"['While' 'the' 'origins' 'of' 'the' 'field' 'may' 'be' 'traced' 'as' 'far'
 'back' 'as' 'to' 'early' 'philosophical' 'enquiries' 'into' 'emotion' ','
 'the' 'more' 'modern' 'branch' 'of' 'computer' 'science' 'originated'
 'with' 'Rosalind' 'Picard' ""'s"" '1995' 'paper' 'on' 'affective'
 'computing' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0
 0]","While the origins of the field may be traced as far back as to early philosophical enquiries into emotion , the more modern branch of computer science originated with Rosalind Picard 's 1995 paper on affective computing .",while the origins of the field may be traced as far back as to early philosophical enquiries into emotion the more modern branch of computer science originated with rosalind picard s 1995 paper on affective computing,while the origin of the field may be trace as far back as to early philosophical enquiry into emotion the more modern branch of computer science originate with rosalind picard s 1995 paper on affective computing
en-doc6070-sent26,"['As' 'Plotinus' 'explains' ',' 'the' 'demiurge' 'is' 'the' 'nous' ','
 'the' 'ordering' 'principle' 'or' 'mind' ',' 'and' 'also' 'reason' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"As Plotinus explains , the demiurge is the nous , the ordering principle or mind , and also reason .",as plotinus explains the demiurge is the nous the ordering principle or mind and also reason,as plotinus explain the demiurge be the nous the order principle or mind and also reason
en-doc6013-sent22,"['The' 'neighbor' 'sued' 'to' 'have' 'the' 'animals' 'returned' 'to' 'him'
 ';' 'Allen' 'plead' 'his' 'own' 'case' ',' 'and' 'lost' '.']",[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],"The neighbor sued to have the animals returned to him ; Allen plead his own case , and lost .",the neighbor sued to have the animals returned to him allen plead his own case and lost,the neighbor sue to have the animal return to he allen plead his own case and lose
en-doc5824-sent89,"['By' '1932' ',' 'Ford' 'was' 'manufacturing' 'one' 'third' 'of' 'all'
 'the' 'world' ""'s"" 'automobiles' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],"By 1932 , Ford was manufacturing one third of all the world 's automobiles .",by 1932 ford was manufacturing one third of all the world s automobiles,by 1932 ford be manufacture one third of all the world s automobile
en-doc6259-sent42,"['The' 'Historia' 'Ecclesiastica' 'has' 'given' 'Bede' 'a' 'high'
 'reputation' ',' 'but' 'his' 'concerns' 'were' 'different' 'from' 'those'
 'of' 'a' 'modern' 'writer' 'of' 'history' '.']",[0 2 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The Historia Ecclesiastica has given Bede a high reputation , but his concerns were different from those of a modern writer of history .",the historia ecclesiastica has given bede a high reputation but his concerns were different from those of a modern writer of history,the historia ecclesiastica have give bede a high reputation but his concern be different from those of a modern writer of history
en-doc6430-sent180,"['The' 'Museum' 'of' 'Arts' 'and' 'Traditions' 'of' 'Sevilla' 'has'
 'collected' 'representative' 'samples' 'of' 'a' 'great' 'deal' 'of' 'the'
 'history' 'of' 'Andalusian' 'dress' ',' 'including' 'examples' 'of'
 'such' 'notable' 'types' 'of' 'hat' 'as' 'the' 'sombrero' 'cordobés' ','
 'sombrero' 'calañés' ',' 'sombrero' 'de' 'catite' 'and' 'the' 'pavero'
 ',' 'as' 'well' 'as' 'the' 'traje' 'corto' 'and' 'traje' 'de' 'flamenca'
 '.']","[0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","The Museum of Arts and Traditions of Sevilla has collected representative samples of a great deal of the history of Andalusian dress , including examples of such notable types of hat as the sombrero cordobés , sombrero calañés , sombrero de catite and the pavero , as well as the traje corto and traje de flamenca .",the museum of arts and traditions of sevilla has collected representative samples of a great deal of the history of andalusian dress including examples of such notable types of hat as the sombrero cordob s sombrero cala s sombrero de catite and the pavero as well as the traje corto and traje de flamenca,the museum of art and tradition of sevilla have collect representative sample of a great deal of the history of andalusian dress include example of such notable type of hat as the sombrero cordob s sombrero cala s sombrero de catite and the pavero as well as the traje corto and traje de flamenca
en-doc5938-sent48,"['Other' 'RAAF' 'pilots' 'served' 'with' 'RAF' 'or' 'SAAF' 'P-40'
 'squadrons' 'in' 'the' 'theater' '.']",[0 4 0 0 0 4 0 4 0 0 0 0 0 0],Other RAAF pilots served with RAF or SAAF P-40 squadrons in the theater .,other raaf pilots served with raf or saaf p 40 squadrons in the theater,other raaf pilot serve with raf or saaf p 40 squadron in the theater
en-doc6209-sent20,"['Rose' 'Beuret' 'and' 'Rodin' 'returned' 'to' 'Paris' 'in' '1877' ','
 'moving' 'into' 'a' 'small' 'flat' 'on' 'the' 'Left' 'Bank' '.']",[2 2 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0],"Rose Beuret and Rodin returned to Paris in 1877 , moving into a small flat on the Left Bank .",rose beuret and rodin returned to paris in 1877 moving into a small flat on the left bank,rise beuret and rodin return to paris in 1877 move into a small flat on the left bank
en-doc5909-sent12,"['The' 'definition' 'of' 'machine' 'gun' 'is' 'different' 'in' 'US' 'law'
 '.']",[0 0 0 0 0 0 0 0 1 0 0],The definition of machine gun is different in US law .,the definition of machine gun is different in us law,the definition of machine gun be different in us law
en-doc5979-sent170,"['The' 'Astros' 'had' 'lost' 'their' 'ace' 'pitcher' 'after' 'a' '10' '--'
 '4' 'start' 'with' 'a' 'stingy' '1.89' 'ERA' '.']",[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The Astros had lost their ace pitcher after a 10 -- 4 start with a stingy 1.89 ERA .,the astros had lost their ace pitcher after a 10 4 start with a stingy 1 89 era,the astro have lose their ace pitcher after a 10 4 start with a stingy 1 89 era
en-doc5824-sent64,"['Ford' 'became' 'highly' 'critical' 'of' 'those' 'who' 'he' 'felt'
 'financed' 'war' ',' 'and' 'he' 'tried' 'to' 'stop' 'them' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Ford became highly critical of those who he felt financed war , and he tried to stop them .",ford became highly critical of those who he felt financed war and he tried to stop them,ford become highly critical of those who he feel finance war and he try to stop they
en-doc6420-sent120,"['His' 'daughter' ',' 'Bridget' ',' 'inherited' 'the' 'company' 'upon'
 'his' 'death' 'in' '1948' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0],"His daughter , Bridget , inherited the company upon his death in 1948 .",his daughter bridget inherited the company upon his death in 1948,his daughter bridget inherit the company upon his death in 1948
en-doc5980-sent15,"['Web' 'browsers' 'rely' 'on' 'layout' 'engines' 'to' 'parse' 'HTML'
 'into' 'a' 'DOM' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],Web browsers rely on layout engines to parse HTML into a DOM .,web browsers rely on layout engines to parse html into a dom,web browser rely on layout engine to parse html into a dom
en-doc6128-sent53,"['After' 'hearing' 'the' 'message' 'from' 'Elijah' ',' 'Ahaziah' 'sends'
 'men' 'to' 'ask' 'Elijah' 'to' 'visit' 'him' '.']",[0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 0 0],"After hearing the message from Elijah , Ahaziah sends men to ask Elijah to visit him .",after hearing the message from elijah ahaziah sends men to ask elijah to visit him,after hear the message from elijah ahaziah send man to ask elijah to visit he
en-doc6004-sent52,"['The' 'Zeil' 'is' 'Frankfurt' ""'s"" 'main' 'shopping' 'street' 'and' 'one'
 'of' 'the' 'most' 'crowded' 'in' 'Germany' '.']",[0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0],The Zeil is Frankfurt 's main shopping street and one of the most crowded in Germany .,the zeil is frankfurt s main shopping street and one of the most crowded in germany,the zeil be frankfurt s main shopping street and one of the most crowded in germany
en-doc6208-sent153,"['Iran' 'now' 'controls' 'the' 'entire' 'cycle' 'for' 'producing'
 'nuclear' 'fuel' '.']",[1 0 0 0 0 0 0 0 0 0 0],Iran now controls the entire cycle for producing nuclear fuel .,iran now controls the entire cycle for producing nuclear fuel,iran now control the entire cycle for produce nuclear fuel
en-doc6095-sent2,"['Such' 'emails' 'are' 'usually' 'limited' 'to' 'basic' 'communication'
 'using' 'plain' 'text' ',' 'without' 'HTML' 'formatting' 'or'
 'attachments' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Such emails are usually limited to basic communication using plain text , without HTML formatting or attachments .",such emails are usually limited to basic communication using plain text without html formatting or attachments,such email be usually limit to basic communication use plain text without html format or attachment
en-doc6335-sent7,"['The' 'two' 'versions' 'can' 'be' 'distinguished' 'by' 'looking' 'at'
 'the' 'first' 'six' 'bytes' 'of' 'the' 'file' '(' 'the' '""' 'magic'
 'number' '""' 'or' '""' 'signature' '""' ')' ',' 'which' ',' 'when'
 'interpreted' 'as' 'ASCII' ',' 'read' '""' 'GIF87a' '""' 'and' '""' 'GIF89a'
 '""' ',' 'respectively' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","The two versions can be distinguished by looking at the first six bytes of the file ( the "" magic number "" or "" signature "" ) , which , when interpreted as ASCII , read "" GIF87a "" and "" GIF89a "" , respectively .",the two versions can be distinguished by looking at the first six bytes of the file the magic number or signature which when interpreted as ascii read gif87a and gif89a respectively,the two version can be distinguish by look at the first six byte of the file the magic number or signature which when interpret as ascii read gif87a and gif89a respectively
en-doc5860-sent47,"['Carla' 'Tortelli' 'carried' 'a' 'reputation' 'of' 'being' 'both'
 'highly' 'fertile' 'and' 'matrimonially' 'inept' '.']",[2 2 0 0 0 0 0 0 0 0 0 0 0 0],Carla Tortelli carried a reputation of being both highly fertile and matrimonially inept .,carla tortelli carried a reputation of being both highly fertile and matrimonially inept,carla tortelli carry a reputation of be both highly fertile and matrimonially inept
en-doc6411-sent39,['asked' 'the' 'even-more' 'annoyed' 'Groucho' '.'],[0 0 0 0 2 0],asked the even-more annoyed Groucho .,asked the even more annoyed groucho,ask the even more annoyed groucho
en-doc5863-sent0,"['The' 'LM' 'came' 'to' 'within' '8.4' 'nautical' 'miles' '(' '15.6' 'km'
 ')' 'of' 'the' 'lunar' 'surface' 'during' 'practice' 'maneuvers' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The LM came to within 8.4 nautical miles ( 15.6 km ) of the lunar surface during practice maneuvers .,the lm came to within 8 4 nautical miles 15 6 km of the lunar surface during practice maneuvers,the lm come to within 8 4 nautical mile 15 6 km of the lunar surface during practice maneuver
en-doc6007-sent1,"['There' 'is' 'evidence' 'that' 'the' 'Sumerians' 'and' 'Babylonians'
 'used' 'some' 'version' 'of' 'the' 'diatonic' 'scale' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],There is evidence that the Sumerians and Babylonians used some version of the diatonic scale .,there is evidence that the sumerians and babylonians used some version of the diatonic scale,there be evidence that the sumerian and babylonian use some version of the diatonic scale
en-doc6052-sent82,"['These' 'renovations' 'raised' 'Lambeau' 'Field' ""'s"" 'seating'
 'capacity' 'to' '72,928' '.']",[0 0 0 1 1 0 0 0 0 0 0],"These renovations raised Lambeau Field 's seating capacity to 72,928 .",these renovations raised lambeau field s seating capacity to 72 928,these renovation raise lambeau field s seat capacity to 72 928
en-doc5919-sent32,"['Don' 'Quixote' 'is' 'often' 'nominated' 'as' 'one' 'of' 'the' 'world'
 ""'s"" 'greatest' 'works' 'of' 'fiction' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Don Quixote is often nominated as one of the world 's greatest works of fiction .,don quixote is often nominated as one of the world s greatest works of fiction,don quixote be often nominate as one of the world s great work of fiction
en-doc5820-sent36,"['However' ',' 'on' '6' 'September' ',' 'he' 'was' 'admitted' 'to' 'the'
 'ancient' 'hospital' 'of' 'Santa' 'Maria' 'della' 'Scala' 'in' 'Siena'
 ',' 'where' 'he' 'died' 'during' 'the' 'night' 'between' 'the' '18' 'and'
 '19' 'September' 'of' 'a' 'cerebral' 'hemorrhage' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]","However , on 6 September , he was admitted to the ancient hospital of Santa Maria della Scala in Siena , where he died during the night between the 18 and 19 September of a cerebral hemorrhage .",however on 6 september he was admitted to the ancient hospital of santa maria della scala in siena where he died during the night between the 18 and 19 september of a cerebral hemorrhage,however on 6 september he be admit to the ancient hospital of santa maria della scala in siena where he die during the night between the 18 and 19 september of a cerebral hemorrhage
